iter	Logloss
237	0.3803330144
238	0.380299378
239	0.3802530299
240	0.3801752602
241	0.3800968554
242	0.3800178912
243	0.3799649448
244	0.3799551672
245	0.37995076
246	0.3798295487
247	0.3796787641
248	0.3795848484
249	0.3795786272
250	0.3795556293
251	0.3794300065
252	0.3792910915
253	0.3792529393
254	0.3791851332
255	0.3790042507
256	0.3788938782
257	0.3788461557
258	0.3788456149
259	0.3788366206
260	0.3786449959
261	0.3786084312
262	0.3784881332
263	0.3784490408
264	0.3782323981
265	0.3781250888
266	0.3781128065
267	0.3781124861
268	0.3781124817
269	0.3779492639
270	0.377806063
271	0.3778051308
272	0.3776757976
273	0.3776043726
274	0.3776026604
275	0.3775639868
276	0.3772320577
277	0.3771759894
278	0.377175717
279	0.3771391803
280	0.3771233346
281	0.3770876204
282	0.377025281
283	0.3769567153
284	0.3767956963
285	0.3766845847
286	0.3765980215
287	0.3763921096
288	0.3762428229
289	0.3761734913
290	0.3761723255
291	0.3761723241
292	0.375993805
293	0.3759402278
294	0.3759369044
295	0.375859187
296	0.3758319791
297	0.3757573268
298	0.3757451057
299	0.3756910497
300	0.3756089136
301	0.3756019098
302	0.3756008676
303	0.3755746396
304	0.3755736302
305	0.3753360677
306	0.3752435459
307	0.3750781332
308	0.3750474916
309	0.3748701725
310	0.3747857202
311	0.374646402
312	0.3746027408
313	0.3745173985
314	0.374513308
315	0.3744815912
316	0.3743728499
317	0.3742460702
318	0.3741356823
319	0.3739843264
320	0.3739811035
321	0.373924378
322	0.3739159898
323	0.3738911751
324	0.3737396315
325	0.373675397
326	0.3735484932
327	0.373498024
328	0.3734831646
329	0.3733538199
330	0.373275395
331	0.3732341923
332	0.3730373038
333	0.3730238987
334	0.3728093859
335	0.3727190762
336	0.3725563925
337	0.3725012137
338	0.3723966914
339	0.3723952274
340	0.3723505136
341	0.3721993295
342	0.3721463852
343	0.3720769091
344	0.3720496448
345	0.3719754947
346	0.371943663
347	0.3718225014
348	0.3718059189
349	0.3717975713
350	0.3717122901
351	0.371654169
352	0.3715573927
353	0.3715235994
354	0.3714739796
355	0.3714299551
356	0.371325465
357	0.3713252979
358	0.3712342989
359	0.3712133805
360	0.3710488072
361	0.3710475222
362	0.3710469667
363	0.3710400106
364	0.3709649768
365	0.3708619314
366	0.3708619305
367	0.3707519956
368	0.3707518313
369	0.3705534326
370	0.3705531091
371	0.3703008379
372	0.3701771016
373	0.3701712397
374	0.3701528925
375	0.3701528654
376	0.3700702023
377	0.3699831926
378	0.3699377464
379	0.3698790545
380	0.36973134
381	0.3694963701
382	0.3692353715
383	0.3692184993
384	0.3690471756
385	0.3689841822
386	0.3688186909
387	0.3688034884
388	0.368612827
389	0.3683989429
390	0.3682492503
391	0.3681943956
392	0.3681697226
393	0.3681201971
394	0.3680327505
395	0.3679300942
396	0.3678453997
397	0.3677155318
398	0.3675551239
399	0.367504741
400	0.3673889787
401	0.3673525402
402	0.3673187777
403	0.3671852337
404	0.3671850964
405	0.3670579637
406	0.3669670775
407	0.366918904
408	0.366899302
409	0.3668927358
410	0.3668901247
411	0.3667594441
412	0.3666613167
413	0.366522596
414	0.36637679
415	0.3663744746
416	0.3663146622
417	0.366201612
418	0.3661555861
419	0.3660115658
420	0.3658904758
421	0.3658628431
422	0.365856494
423	0.3657556518
424	0.365630734
425	0.3656088286
426	0.3655148804
427	0.3652854174
428	0.3651003863
429	0.3650217341
430	0.3650054421
431	0.3648688716
432	0.3647722662
433	0.3647663241
434	0.364760549
435	0.3645256495
436	0.364391275
437	0.3643278866
438	0.3641332532
439	0.3639381019
440	0.3638643398
441	0.3638393465
442	0.3637011245
443	0.3635011273
444	0.3634213269
445	0.3632373124
446	0.3630528735
447	0.3629371459
448	0.3628734055
449	0.3628544791
450	0.3627567009
451	0.362550524
452	0.3624236696
453	0.362285228
454	0.362117176
455	0.3621117429
456	0.3620533522
457	0.3618833482
458	0.3617454513
459	0.3615950719
460	0.3614185557
461	0.3613624221
462	0.3613194177
463	0.3610873042
464	0.3610476859
465	0.3609081263
466	0.3608598506
467	0.3606603748
468	0.3604425571
469	0.3603679639
470	0.3601621818
471	0.3600413243
472	0.360004262
473	0.3600041958
474	0.3599004162
475	0.3598565655
476	0.3595262311
477	0.3594158957
478	0.3593201494
479	0.3592587984
480	0.3592163255
481	0.359113918
482	0.3589246116
483	0.3588154315
484	0.3586982179
485	0.3585529883
486	0.3583223306
487	0.3581555577
488	0.3580290205
489	0.3578664668
490	0.3576795244
491	0.357653082
492	0.3575973572
493	0.3573658604
494	0.357300816
495	0.3571448161
496	0.3570744193
497	0.3569442972
498	0.3569073522
499	0.3568647987
500	0.3568328177
501	0.356687526
502	0.3565992003
503	0.3565115748
504	0.3563564873
505	0.35634917
506	0.3562507667
507	0.3561801997
508	0.3561753809
509	0.3560654739
510	0.356022684
511	0.3558538423
512	0.3556727967
513	0.3555846761
514	0.3555136577
515	0.3553840946
516	0.3551884194
517	0.3550159801
518	0.3548483414
519	0.3546138748
520	0.3545690544
521	0.3544582334
522	0.3543329667
523	0.3542872503
524	0.3542368462
525	0.3542309156
526	0.3541520838
527	0.3540494891
528	0.3540057355
529	0.3538327785
530	0.3537917886
531	0.3537478769
532	0.3537332743
533	0.3536677343
534	0.3534567807
535	0.3534482644
536	0.3533147067
537	0.3531180857
538	0.3529744932
539	0.3527961654
540	0.3526241563
541	0.3524934179
542	0.3523325304
543	0.3522612879
544	0.3521133772
545	0.3520093429
546	0.3518615951
547	0.3516590308
548	0.3515831196
549	0.3513904282
550	0.3512196371
551	0.3511540363
552	0.3510724665
553	0.3509198948
554	0.3508261848
555	0.3507318361
556	0.3506212994
557	0.3506016454
558	0.3505108359
559	0.3504703841
560	0.3502434056
561	0.3501016833
562	0.3499829923
563	0.3498912067
564	0.3497517875
565	0.3495879606
566	0.3494329923
567	0.3493111248
568	0.3492001593
569	0.3491303211
570	0.3488945913
571	0.348716254
572	0.3486668607
573	0.348482304
574	0.3483637394
575	0.3482263925
576	0.3481354664
577	0.3480040187
578	0.3479617787
579	0.3478588622
580	0.3477690586
581	0.3476620611
582	0.3475597775
583	0.347474175
584	0.3472861572
585	0.3471723523
586	0.3470969612
587	0.3470049538
588	0.3469541627
589	0.3468083057
590	0.3466709099
591	0.3465676717
592	0.3463891576
593	0.3463506588
594	0.3463046
595	0.3461744111
596	0.3460913246
597	0.346063613
598	0.3459450071
599	0.3458984162
600	0.34575272
601	0.3456140584
602	0.3455430726
603	0.3454176588
604	0.3452808907
605	0.345166352
606	0.3450551578
607	0.3449884784
608	0.3449317522
609	0.3448322206
610	0.3446708722
611	0.34452613
612	0.3445076828
613	0.3443868686
614	0.3442905079
615	0.3442001779
616	0.3440720369
617	0.3440483728
618	0.3439413217
619	0.3439099311
620	0.3438334993
621	0.3437780028
622	0.3437442771
623	0.3436639052
624	0.3436046767
625	0.3435260089
626	0.3435231067
627	0.3433348172
628	0.3432500902
629	0.343088058
630	0.3430143329
631	0.34295593
632	0.3428457529
633	0.3428235715
634	0.3426294523
635	0.3424753794
636	0.3424369469
637	0.3423308426
638	0.3422881313
639	0.3422154815
640	0.3422121296
641	0.3420937121
642	0.3420749006
643	0.3419724569
644	0.3418789352
645	0.341779637
646	0.3416706057
647	0.341525361
648	0.341424935
649	0.3413482485
650	0.3413149902
651	0.3412231286
652	0.341115493
653	0.3410078256
654	0.3408858625
655	0.3407686714
656	0.3406822161
657	0.3404562012
658	0.3404160249
659	0.340253845
660	0.3401735571
661	0.3400460699
662	0.3399205821
663	0.3398096859
664	0.3398095939
665	0.3396917444
666	0.3396861259
667	0.3395032565
668	0.3394442739
669	0.3393422377
670	0.3391933827
671	0.3390958194
672	0.3390083137
673	0.3389148965
674	0.3389070784
675	0.3388378781
676	0.3386785834
677	0.3386042761
678	0.3384877256
679	0.3384627313
680	0.3383854561
681	0.3383602572
682	0.3383161745
683	0.3382011317
684	0.3381199908
685	0.3380749475
686	0.3380513583
687	0.3378636616
688	0.3378424786
689	0.3376236808
690	0.3375739413
691	0.337567107
692	0.337404621
693	0.3373771669
694	0.3372656586
695	0.3371357048
696	0.3370297665
697	0.336894967
698	0.3368742992
699	0.3366705669
700	0.3365300342
701	0.3364486751
702	0.3363469306
703	0.3362938684
704	0.3362093229
705	0.3361088161
706	0.3360353775
707	0.3359872791
708	0.3358388325
709	0.3356429375
710	0.3355925811
711	0.3354960415
712	0.3353840541
713	0.3352934872
714	0.3352116269
715	0.3351294309
716	0.3349879297
717	0.3348289059
718	0.3347118839
719	0.3346009745
720	0.3345567321
721	0.3344299535
722	0.334330611
723	0.3342424969
724	0.3341923403
725	0.3340725169
726	0.3340182889
727	0.3339470239
728	0.3339059037
729	0.3337663751
730	0.3337216319
731	0.3336319242
732	0.3334843113
733	0.3333797879
734	0.3333195796
735	0.3332657125
736	0.3331262382
737	0.3331057485
738	0.3329452802
739	0.33290591
740	0.3327979813
741	0.3327624437
742	0.3327456277
743	0.3326839586
744	0.3326618781
745	0.3325944273
746	0.3325844255
747	0.3324187676
748	0.3323951909
749	0.3323546556
750	0.3321572241
751	0.3320754321
752	0.3319733553
753	0.3318763965
754	0.3318354554
755	0.3317390888
756	0.3316805371
757	0.3316574023
758	0.3315579158
759	0.3314093532
760	0.331316269
761	0.3312190599
762	0.3311154229
763	0.3310404398
764	0.3309534967
765	0.3308532666
766	0.3307732898
767	0.3306882289
768	0.3306076917
769	0.3305216436
770	0.3305184895
771	0.3305012824
772	0.3304445751
773	0.3303682565
774	0.3303048305
775	0.3303029466
776	0.3302851537
777	0.3301863141
778	0.3301186462
779	0.3300846898
780	0.329949092
781	0.3299166055
782	0.329764923
783	0.3297042437
784	0.3296103332
785	0.3295724368
786	0.3294495416
787	0.329360377
788	0.329326312
789	0.3291886469
790	0.3291120889
791	0.3290460669
792	0.3289578968
793	0.3289337612
794	0.3289096313
795	0.3289044007
796	0.328795378
797	0.3287201167
798	0.3286351051
799	0.3285535616
800	0.3284479175
801	0.3284387227
802	0.3284198279
803	0.3283489946
804	0.3283470145
805	0.3282825523
806	0.3282515556
807	0.3281609486
808	0.3280950728
809	0.3280267024
810	0.3279489984
811	0.3278864451
812	0.3278487551
813	0.3278367173
814	0.3277747117
815	0.3277033967
816	0.3276254372
817	0.3275625569
818	0.3275161902
819	0.3274320576
820	0.3273296945
821	0.3272288388
822	0.3271414414
823	0.327055466
824	0.3269344363
825	0.3267888359
826	0.3267565964
827	0.3267245096
828	0.3264680203
829	0.3263351888
830	0.3262118019
831	0.326186263
832	0.3261413505
833	0.3260814493
834	0.3260337456
835	0.3259300311
836	0.3258507235
837	0.3257710685
838	0.3257329117
839	0.3256526429
840	0.325574355
841	0.3254844612
842	0.3253269481
843	0.3252171703
844	0.325206705
845	0.3251340539
846	0.3249990252
847	0.3249966272
848	0.3249231804
849	0.3248677908
850	0.3247701128
851	0.3246436894
852	0.3245933381
853	0.324471106
854	0.3243700881
855	0.3243190216
856	0.3242312567
857	0.3241293502
858	0.3240473844
859	0.3240181867
860	0.3239563258
861	0.3237832077
862	0.3236890137
863	0.3235228558
864	0.3234841666
865	0.3234587425
866	0.3233504025
867	0.323246361
868	0.3231567615
869	0.3231183676
870	0.3230433161
871	0.3230428735
872	0.3229468377
873	0.3228676038
874	0.3227081726
875	0.3226576724
876	0.322611034
877	0.3224750287
878	0.322427085
879	0.3223529273
880	0.3223096889
881	0.3220659172
882	0.3219025988
883	0.3217772384
884	0.3216855905
885	0.3215448088
886	0.3215374077
887	0.3215058114
888	0.3214686188
889	0.3213536638
890	0.3212650428
891	0.3210460852
892	0.3210065889
893	0.3209074837
894	0.3207230739
895	0.3206294342
896	0.3205537563
897	0.3204142833
898	0.3203621556
899	0.3202982043
900	0.3202143106
901	0.3201895387
902	0.3201601753
903	0.3200507089
904	0.3199722204
905	0.3198941403
906	0.3198398842
907	0.3197988262
908	0.3197592348
909	0.3197527442
910	0.3196957341
911	0.3196565541
912	0.3195490274
913	0.3195407685
914	0.3194793618
915	0.31944472
916	0.3193059604
917	0.3191816693
918	0.3191573669
919	0.3191163309
920	0.3190120223
921	0.3189326889
922	0.3188543474
923	0.3187835099
924	0.3186309309
925	0.3185745579
926	0.3184167227
927	0.318339341
928	0.3183064833
929	0.3182577762
930	0.3181937501
931	0.3181749225
932	0.3181354597
933	0.3180812103
934	0.3179904877
935	0.317875198
936	0.3178341832
937	0.3176632305
938	0.3175814422
939	0.3175689986
940	0.3174840692
941	0.3174501006
942	0.3173388571
943	0.3173110204
944	0.317267143
945	0.317215672
946	0.3171770286
947	0.317109981
948	0.3170328931
949	0.3169950911
950	0.3169080366
951	0.3168067962
952	0.3166107428
953	0.3165433146
954	0.3165118276
955	0.3164934968
956	0.316411201
957	0.3162987516
958	0.3161315601
959	0.3160710853
960	0.3159109532
961	0.3158208683
962	0.3157381934
963	0.3156139229
964	0.315509379
965	0.3154196074
966	0.3153555572
967	0.3152937508
968	0.3151872942
969	0.3151395008
970	0.3151047111
971	0.3150642213
972	0.315012395
973	0.3149534209
974	0.3149495061
975	0.3148816402
976	0.314780884
977	0.3147407315
978	0.314681339
979	0.3146092059
980	0.3145233917
981	0.3144236732
982	0.3143525092
983	0.3142396491
984	0.314164376
985	0.3140696961
986	0.3139880097
987	0.3139036886
988	0.3138240872
989	0.3137395147
990	0.3137221118
991	0.3136837097
992	0.3135970993
993	0.3134479752
994	0.3132607587
995	0.3131919374
996	0.3131860351
997	0.3130677882
998	0.3130571516
999	0.3129857996
